id_partida,ano_campeonato,Data,Mandante,Visitante,estado_mandante,estado_visitante,gols_mandante,gols_visitante,resultado_mandante,resultado_visitante,placar_status,Fase,tipo_fase,is_mata_mata,is_classico_estadual,total_gols,saldo_gols_mandante,saldo_gols_visitante,pontos_mandante,pontos_visitante
4987,1981,1981-04-16,Internacional,São Paulo,RS,SP,0.0,1.0,D,V,NORMAL,QF,Quartas de Final,True,False,1,-1,1,0,2
4988,1981,1981-04-16,Flamengo,Botafogo,RJ,RJ,0.0,0.0,E,E,NORMAL,QF,Quartas de Final,True,True,0,0,0,1,1
4989,1981,1981-04-19,Operário-MS,Grêmio,MS,RS,0.0,1.0,D,V,NORMAL,QF,Quartas de Final,True,False,1,-1,1,0,2
4990,1981,1981-04-19,São Paulo,Internacional,SP,RS,2.0,0.0,V,D,NORMAL,QF,Quartas de Final,True,False,2,2,-2,2,0
4991,1981,1981-04-19,Botafogo,Flamengo,RJ,RJ,3.0,1.0,V,D,NORMAL,QF,Quartas de Final,True,True,4,2,-2,2,0
4992,1981,1981-04-20,Ponte Preta,Vasco,SP,RJ,0.0,0.0,E,E,NORMAL,QF,Quartas de Final,True,False,0,0,0,1,1
4993,1981,1981-04-22,Botafogo,São Paulo,RJ,SP,1.0,0.0,V,D,NORMAL,SF,Semifinal,True,False,1,1,-1,2,0
4994,1981,1981-04-23,Ponte Preta,Grêmio,SP,RS,2.0,3.0,D,V,NORMAL,SF,Semifinal,True,False,5,-1,1,0,2
4995,1981,1981-04-26,São Paulo,Botafogo,SP,RJ,3.0,2.0,V,D,NORMAL,SF,Semifinal,True,False,5,1,-1,2,0
4996,1981,1981-04-26,Grêmio,Ponte Preta,RS,SP,0.0,1.0,D,V,NORMAL,SF,Semifinal,True,False,1,-1,1,0,2
4997,1981,1981-04-30,Grêmio,São Paulo,RS,SP,2.0,1.0,V,D,NORMAL,F,Final,True,False,3,1,-1,2,0
4998,1981,1981-05-03,São Paulo,Grêmio,SP,RS,0.0,1.0,D,V,NORMAL,F,Final,True,False,1,-1,1,0,2
4999,1982,1982-01-16,São Paulo,Treze,SP,PB,5.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,False,5,5,-5,2,0
5000,1982,1982-01-17,Santos,Vasco,SP,RJ,1.0,0.0,V,D,NORMAL,A,Fase de Grupos,False,False,1,1,-1,2,0
5001,1982,1982-01-17,Moto Club,Paysandu,MA,PA,0.0,0.0,E,E,NORMAL,A,Fase de Grupos,False,False,0,0,0,1,1
5002,1982,1982-01-17,Botafogo,Guarani,RJ,SP,1.0,2.0,D,V,NORMAL,B,Fase de Grupos,False,False,3,-1,1,0,2
5003,1982,1982-01-17,América-RN,Ceará,RN,CE,1.0,2.0,D,V,NORMAL,B,Fase de Grupos,False,False,3,-1,1,0,2
5004,1982,1982-01-17,Ferroviário,Náutico,CE,PE,1.0,2.0,D,V,NORMAL,C,Fase de Grupos,False,False,3,-1,1,0,2
5005,1982,1982-01-17,Itabaiana,Inter de Limeira,SE,SP,0.0,1.0,D,V,NORMAL,D,Fase de Grupos,False,False,1,-1,1,0,2
5006,1982,1982-01-17,CSA,Sport,AL,PE,1.0,2.0,D,V,NORMAL,D,Fase de Grupos,False,False,3,-1,1,0,2
5007,1982,1982-01-17,Bahia,Mixto,BA,MT,3.0,2.0,V,D,NORMAL,E,Fase de Grupos,False,False,5,1,-1,2,0
5008,1982,1982-01-17,Bangu,Cruzeiro,RJ,MG,3.0,0.0,V,D,NORMAL,E,Fase de Grupos,False,False,3,3,-3,2,0
5009,1982,1982-01-17,Desportiva Ferroviária,Atlético Mineiro,ES,MG,0.0,2.0,D,V,NORMAL,F,Final,True,False,2,-2,2,0,2
5010,1982,1982-01-17,São José,Grêmio,SP,RS,1.0,0.0,V,D,NORMAL,F,Final,True,False,1,1,-1,2,0
5011,1982,1982-01-17,Ponte Preta,Goiás,SP,GO,1.0,0.0,V,D,NORMAL,G,Fase de Grupos,False,False,1,1,-1,2,0
5012,1982,1982-01-17,Internacional,Grêmio Maringá,RS,PR,3.0,0.0,V,D,NORMAL,G,Fase de Grupos,False,False,3,3,-3,2,0
5013,1982,1982-01-17,Londrina,Joinville,PR,SC,3.0,0.0,V,D,NORMAL,H,Fase de Grupos,False,False,3,3,-3,2,0
5014,1982,1982-01-17,Anapolina,XV de Jaú,GO,SP,1.0,1.0,E,E,NORMAL,H,Fase de Grupos,False,False,2,0,0,1,1
5015,1982,1982-01-20,Santos,Moto Club,SP,MA,4.0,1.0,V,D,NORMAL,A,Fase de Grupos,False,False,5,3,-3,2,0
5016,1982,1982-01-20,Paysandu,Nacional-AM,PA,AM,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
5017,1982,1982-01-20,Guarani,América-RN,SP,RN,4.0,2.0,V,D,NORMAL,B,Fase de Grupos,False,False,6,2,-2,2,0
5018,1982,1982-01-20,Ceará,River-PI,CE,PI,3.0,1.0,V,D,NORMAL,B,Fase de Grupos,False,False,4,2,-2,2,0
5019,1982,1982-01-20,Flamengo,São Paulo,RJ,SP,3.0,2.0,V,D,NORMAL,C,Fase de Grupos,False,False,5,1,-1,2,0
5020,1982,1982-01-20,Treze,Náutico,PB,PE,1.0,1.0,E,E,NORMAL,C,Fase de Grupos,False,False,2,0,0,1,1
5021,1982,1982-01-20,Sport,Itabaiana,PE,SE,4.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,False,4,4,-4,2,0
5022,1982,1982-01-20,Inter de Limeira,Fluminense,SP,RJ,2.0,2.0,E,E,NORMAL,D,Fase de Grupos,False,False,4,0,0,1,1
5023,1982,1982-01-20,Bangu,Bahia,RJ,BA,0.0,0.0,E,E,NORMAL,E,Fase de Grupos,False,False,0,0,0,1,1
5024,1982,1982-01-20,Mixto,Operário-MS,MT,MS,1.0,2.0,D,V,NORMAL,E,Fase de Grupos,False,False,3,-1,1,0,2
5025,1982,1982-01-20,Grêmio,Desportiva Ferroviária,RS,ES,2.0,0.0,V,D,NORMAL,F,Final,True,False,2,2,-2,2,0
5026,1982,1982-01-20,Atlético Mineiro,Vitória,MG,BA,1.0,0.0,V,D,NORMAL,F,Final,True,False,1,1,-1,2,0
5027,1982,1982-01-20,Goiás,Taguatinga,GO,DF,3.0,0.0,V,D,NORMAL,G,Fase de Grupos,False,False,3,3,-3,2,0
5028,1982,1982-01-20,Grêmio Maringá,Ponte Preta,PR,SP,0.0,0.0,E,E,NORMAL,G,Fase de Grupos,False,False,0,0,0,1,1
5029,1982,1982-01-20,Joinville,Inter SM,SC,RS,0.0,3.0,D,V,NORMAL,H,Fase de Grupos,False,False,3,-3,3,0,2
5030,1982,1982-01-20,XV de Jaú,Londrina,SP,PR,3.0,0.0,V,D,NORMAL,H,Fase de Grupos,False,False,3,3,-3,2,0
5031,1982,1982-01-24,Vasco,Moto Club,RJ,MA,7.0,0.0,V,D,NORMAL,A,Fase de Grupos,False,False,7,7,-7,2,0
5032,1982,1982-01-24,Nacional-AM,Santos,AM,SP,2.0,2.0,E,E,NORMAL,A,Fase de Grupos,False,False,4,0,0,1,1
5033,1982,1982-01-24,River-PI,Guarani,PI,SP,1.0,3.0,D,V,NORMAL,B,Fase de Grupos,False,False,4,-2,2,0,2
5034,1982,1982-01-24,Botafogo,América-RN,RJ,RN,2.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,False,2,2,-2,2,0
5035,1982,1982-01-24,Náutico,Flamengo,PE,RJ,3.0,4.0,D,V,NORMAL,C,Fase de Grupos,False,False,7,-1,1,0,2
5036,1982,1982-01-24,Ferroviário,Treze,CE,PB,0.0,2.0,D,V,NORMAL,C,Fase de Grupos,False,False,2,-2,2,0,2
5037,1982,1982-01-24,Fluminense,Sport,RJ,PE,1.0,2.0,D,V,NORMAL,D,Fase de Grupos,False,False,3,-1,1,0,2
5038,1982,1982-01-24,CSA,Itabaiana,AL,SE,2.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,False,2,2,-2,2,0
5039,1982,1982-01-24,Cruzeiro,Bahia,MG,BA,2.0,0.0,V,D,NORMAL,E,Fase de Grupos,False,False,2,2,-2,2,0
5040,1982,1982-01-24,Operário-MS,Bangu,MS,RJ,2.0,3.0,D,V,NORMAL,E,Fase de Grupos,False,False,5,-1,1,0,2
5041,1982,1982-01-24,Vitória,Grêmio,BA,RS,0.0,2.0,D,V,NORMAL,F,Final,True,False,2,-2,2,0,2
5042,1982,1982-01-24,São José,Desportiva Ferroviária,SP,ES,2.0,1.0,V,D,NORMAL,F,Final,True,False,3,1,-1,2,0
5043,1982,1982-01-24,Taguatinga,Grêmio Maringá,DF,PR,1.0,2.0,D,V,NORMAL,G,Fase de Grupos,False,False,3,-1,1,0,2
5044,1982,1982-01-24,Internacional,Ponte Preta,RS,SP,1.0,1.0,E,E,NORMAL,G,Fase de Grupos,False,False,2,0,0,1,1
5045,1982,1982-01-24,Anapolina,Londrina,GO,PR,3.0,1.0,V,D,NORMAL,H,Fase de Grupos,False,False,4,2,-2,2,0
5046,1982,1982-01-24,Inter SM,XV de Jaú,RS,SP,2.0,1.0,V,D,NORMAL,H,Fase de Grupos,False,False,3,1,-1,2,0
5047,1982,1982-01-28,Nacional-AM,Vasco,AM,RJ,0.0,1.0,D,V,NORMAL,A,Fase de Grupos,False,False,1,-1,1,0,2
5048,1982,1982-01-28,Paysandu,Santos,PA,SP,0.0,0.0,E,E,NORMAL,A,Fase de Grupos,False,False,0,0,0,1,1
5049,1982,1982-01-28,Ceará,Guarani,CE,SP,1.0,1.0,E,E,NORMAL,B,Fase de Grupos,False,False,2,0,0,1,1
5050,1982,1982-01-28,River-PI,Botafogo,PI,RJ,1.0,3.0,D,V,NORMAL,B,Fase de Grupos,False,False,4,-2,2,0,2
5051,1982,1982-01-28,Flamengo,Treze,RJ,PB,5.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,False,5,5,-5,2,0
5052,1982,1982-01-28,São Paulo,Ferroviário,SP,CE,4.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,False,4,4,-4,2,0
5053,1982,1982-01-28,Fluminense,CSA,RJ,AL,2.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,False,2,2,-2,2,0
5054,1982,1982-01-28,Inter de Limeira,Sport,SP,PE,2.0,3.0,D,V,NORMAL,D,Fase de Grupos,False,False,5,-1,1,0,2
5055,1982,1982-01-28,Mixto,Bangu,MT,RJ,2.0,1.0,V,D,NORMAL,E,Fase de Grupos,False,False,3,1,-1,2,0
5056,1982,1982-01-28,Operário-MS,Cruzeiro,MS,MG,1.0,0.0,V,D,NORMAL,E,Fase de Grupos,False,False,1,1,-1,2,0
5057,1982,1982-01-28,Atlético Mineiro,Grêmio,MG,RS,1.0,1.0,E,E,NORMAL,F,Final,True,False,2,0,0,1,1
5058,1982,1982-01-28,Vitória,São José,BA,SP,1.0,0.0,V,D,NORMAL,F,Final,True,False,1,1,-1,2,0
5059,1982,1982-01-28,Taguatinga,Internacional,DF,RS,1.0,2.0,D,V,NORMAL,G,Fase de Grupos,False,False,3,-1,1,0,2
5060,1982,1982-01-28,Goiás,Grêmio Maringá,GO,PR,1.0,1.0,E,E,NORMAL,G,Fase de Grupos,False,False,2,0,0,1,1
5061,1982,1982-01-28,Inter SM,Anapolina,RS,GO,0.0,0.0,E,E,NORMAL,H,Fase de Grupos,False,False,0,0,0,1,1
5062,1982,1982-01-28,Joinville,XV de Jaú,SC,SP,3.0,0.0,V,D,NORMAL,H,Fase de Grupos,False,False,3,3,-3,2,0
5063,1982,1982-01-31,Moto Club,Nacional-AM,MA,AM,0.0,0.0,E,E,NORMAL,A,Fase de Grupos,False,False,0,0,0,1,1
5064,1982,1982-01-31,Paysandu,Vasco,PA,RJ,1.0,3.0,D,V,NORMAL,A,Fase de Grupos,False,False,4,-2,2,0,2
5065,1982,1982-01-31,América-RN,River-PI,RN,PI,1.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,False,1,1,-1,2,0
5066,1982,1982-01-31,Ceará,Botafogo,CE,RJ,0.0,0.0,E,E,NORMAL,B,Fase de Grupos,False,False,0,0,0,1,1
5067,1982,1982-01-31,Náutico,São Paulo,PE,SP,1.0,4.0,D,V,NORMAL,C,Fase de Grupos,False,False,5,-3,3,0,2
5068,1982,1982-01-31,Flamengo,Ferroviário,RJ,CE,3.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,False,3,3,-3,2,0
5069,1982,1982-01-31,Inter de Limeira,CSA,SP,AL,2.0,2.0,E,E,NORMAL,D,Fase de Grupos,False,False,4,0,0,1,1
5070,1982,1982-01-31,Itabaiana,Fluminense,SE,RJ,0.0,4.0,D,V,NORMAL,D,Fase de Grupos,False,False,4,-4,4,0,2
5071,1982,1982-01-31,Mixto,Cruzeiro,MT,MG,4.0,2.0,V,D,NORMAL,E,Fase de Grupos,False,False,6,2,-2,2,0
5072,1982,1982-01-31,Bahia,Operário-MS,BA,MS,1.0,1.0,E,E,NORMAL,E,Fase de Grupos,False,False,2,0,0,1,1
5073,1982,1982-01-31,Desportiva Ferroviária,Vitória,ES,BA,3.0,1.0,V,D,NORMAL,F,Final,True,False,4,2,-2,2,0
5074,1982,1982-01-31,Atlético Mineiro,São José,MG,SP,0.0,0.0,E,E,NORMAL,F,Final,True,False,0,0,0,1,1
5075,1982,1982-01-31,Ponte Preta,Taguatinga,SP,DF,3.0,1.0,V,D,NORMAL,G,Fase de Grupos,False,False,4,2,-2,2,0
5076,1982,1982-01-31,Goiás,Internacional,GO,RS,1.0,0.0,V,D,NORMAL,G,Fase de Grupos,False,False,1,1,-1,2,0
5077,1982,1982-01-31,Londrina,Inter SM,PR,RS,3.0,0.0,V,D,NORMAL,H,Fase de Grupos,False,False,3,3,-3,2,0
5078,1982,1982-01-31,Joinville,Anapolina,SC,GO,0.0,1.0,D,V,NORMAL,H,Fase de Grupos,False,False,1,-1,1,0,2
5079,1982,1982-02-03,Santos,Nacional-AM,SP,AM,3.0,1.0,V,D,NORMAL,A,Fase de Grupos,False,False,4,2,-2,2,0
5080,1982,1982-02-03,Moto Club,Vasco,MA,RJ,1.0,2.0,D,V,NORMAL,A,Fase de Grupos,False,False,3,-1,1,0,2
5081,1982,1982-02-03,América-RN,Botafogo,RN,RJ,0.0,3.0,D,V,NORMAL,B,Fase de Grupos,False,False,3,-3,3,0,2
5082,1982,1982-02-03,Treze,São Paulo,PB,SP,0.0,3.0,D,V,NORMAL,C,Fase de Grupos,False,False,3,-3,3,0,2
5083,1982,1982-02-03,Sport,Fluminense,PE,RJ,0.0,0.0,E,E,NORMAL,D,Fase de Grupos,False,False,0,0,0,1,1
5084,1982,1982-02-03,Bangu,Operário-MS,RJ,MS,3.0,0.0,V,D,NORMAL,E,Fase de Grupos,False,False,3,3,-3,2,0
5085,1982,1982-02-03,Bahia,Cruzeiro,BA,MG,3.0,0.0,V,D,NORMAL,E,Fase de Grupos,False,False,3,3,-3,2,0
5086,1982,1982-02-03,Grêmio,Vitória,RS,BA,0.0,1.0,D,V,NORMAL,F,Final,True,False,1,-1,1,0,2
5087,1982,1982-02-03,Desportiva Ferroviária,São José,ES,SP,0.0,1.0,D,V,NORMAL,F,Final,True,False,1,-1,1,0,2
5088,1982,1982-02-03,Ponte Preta,Internacional,SP,RS,0.0,0.0,E,E,NORMAL,G,Fase de Grupos,False,False,0,0,0,1,1
5089,1982,1982-02-03,Grêmio Maringá,Taguatinga,PR,DF,2.0,0.0,V,D,NORMAL,G,Fase de Grupos,False,False,2,2,-2,2,0
5090,1982,1982-02-03,Londrina,Anapolina,PR,GO,1.0,0.0,V,D,NORMAL,H,Fase de Grupos,False,False,1,1,-1,2,0
5091,1982,1982-02-03,XV de Jaú,Inter SM,SP,RS,1.0,1.0,E,E,NORMAL,H,Fase de Grupos,False,False,2,0,0,1,1
5092,1982,1982-02-04,Guarani,River-PI,SP,PI,8.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,False,8,8,-8,2,0
5093,1982,1982-02-04,Náutico,Ferroviário,PE,CE,2.0,3.0,D,V,NORMAL,C,Fase de Grupos,False,False,5,-1,1,0,2
5094,1982,1982-02-04,Itabaiana,CSA,SE,AL,0.0,0.0,E,E,NORMAL,D,Fase de Grupos,False,False,0,0,0,1,1
5095,1982,1982-02-06,Internacional,Taguatinga,RS,DF,6.0,1.0,V,D,NORMAL,G,Fase de Grupos,False,False,7,5,-5,2,0
5096,1982,1982-02-07,Santos,Paysandu,SP,PA,4.0,1.0,V,D,NORMAL,A,Fase de Grupos,False,False,5,3,-3,2,0
5097,1982,1982-02-07,Vasco,Nacional-AM,RJ,AM,4.0,0.0,V,D,NORMAL,A,Fase de Grupos,False,False,4,4,-4,2,0
5098,1982,1982-02-07,Guarani,Ceará,SP,CE,8.0,1.0,V,D,NORMAL,B,Fase de Grupos,False,False,9,7,-7,2,0
5099,1982,1982-02-07,Botafogo,River-PI,RJ,PI,5.0,2.0,V,D,NORMAL,B,Fase de Grupos,False,False,7,3,-3,2,0
5100,1982,1982-02-07,Treze,Flamengo,PB,RJ,1.0,3.0,D,V,NORMAL,C,Fase de Grupos,False,False,4,-2,2,0,2
5101,1982,1982-02-07,Ferroviário,São Paulo,CE,SP,1.0,2.0,D,V,NORMAL,C,Fase de Grupos,False,False,3,-1,1,0,2
5102,1982,1982-02-07,CSA,Fluminense,AL,RJ,3.0,3.0,E,E,NORMAL,D,Fase de Grupos,False,False,6,0,0,1,1
5103,1982,1982-02-07,Sport,Inter de Limeira,PE,SP,1.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,False,1,1,-1,2,0
5104,1982,1982-02-07,Cruzeiro,Operário-MS,MG,MS,1.0,3.0,D,V,NORMAL,E,Fase de Grupos,False,False,4,-2,2,0,2
5105,1982,1982-02-07,Bangu,Mixto,RJ,MT,3.0,1.0,V,D,NORMAL,E,Fase de Grupos,False,False,4,2,-2,2,0
5106,1982,1982-02-07,São José,Vitória,SP,BA,2.0,1.0,V,D,NORMAL,F,Final,True,False,3,1,-1,2,0
5107,1982,1982-02-07,Grêmio,Atlético Mineiro,RS,MG,2.0,0.0,V,D,NORMAL,F,Final,True,False,2,2,-2,2,0
5108,1982,1982-02-07,Grêmio Maringá,Goiás,PR,GO,2.0,2.0,E,E,NORMAL,G,Fase de Grupos,False,False,4,0,0,1,1
5109,1982,1982-02-07,XV de Jaú,Joinville,SP,SC,1.0,0.0,V,D,NORMAL,H,Fase de Grupos,False,False,1,1,-1,2,0
5110,1982,1982-02-07,Anapolina,Inter SM,GO,RS,3.0,1.0,V,D,NORMAL,H,Fase de Grupos,False,False,4,2,-2,2,0
5111,1982,1982-02-10,Vasco,Paysandu,RJ,PA,2.0,0.0,V,D,NORMAL,A,Fase de Grupos,False,False,2,2,-2,2,0
5112,1982,1982-02-10,Nacional-AM,Moto Club,AM,MA,0.0,1.0,D,V,NORMAL,A,Fase de Grupos,False,False,1,-1,1,0,2
5113,1982,1982-02-10,Botafogo,Ceará,RJ,CE,1.0,0.0,V,D,NORMAL,B,Fase de Grupos,False,False,1,1,-1,2,0
5114,1982,1982-02-10,River-PI,América-RN,PI,RN,0.0,1.0,D,V,NORMAL,B,Fase de Grupos,False,False,1,-1,1,0,2
5115,1982,1982-02-10,São Paulo,Náutico,SP,PE,1.0,1.0,E,E,NORMAL,C,Fase de Grupos,False,False,2,0,0,1,1
5116,1982,1982-02-10,Ferroviário,Flamengo,CE,RJ,1.0,2.0,D,V,NORMAL,C,Fase de Grupos,False,False,3,-1,1,0,2
5117,1982,1982-02-10,Fluminense,Itabaiana,RJ,SE,2.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,False,2,2,-2,2,0
5118,1982,1982-02-10,CSA,Inter de Limeira,AL,SP,1.0,1.0,E,E,NORMAL,D,Fase de Grupos,False,False,2,0,0,1,1
5119,1982,1982-02-10,Cruzeiro,Mixto,MG,MT,3.0,0.0,V,D,NORMAL,E,Fase de Grupos,False,False,3,3,-3,2,0
5120,1982,1982-02-10,Operário-MS,Bahia,MS,BA,0.0,0.0,E,E,NORMAL,E,Fase de Grupos,False,False,0,0,0,1,1
5121,1982,1982-02-10,São José,Atlético Mineiro,SP,MG,0.0,0.0,E,E,NORMAL,F,Final,True,False,0,0,0,1,1
5122,1982,1982-02-10,Vitória,Desportiva Ferroviária,BA,ES,2.0,4.0,D,V,NORMAL,F,Final,True,False,6,-2,2,0,2
5123,1982,1982-02-10,Internacional,Goiás,RS,GO,5.0,0.0,V,D,NORMAL,G,Fase de Grupos,False,False,5,5,-5,2,0
5124,1982,1982-02-10,Taguatinga,Ponte Preta,DF,SP,0.0,2.0,D,V,NORMAL,G,Fase de Grupos,False,False,2,-2,2,0,2
5125,1982,1982-02-10,Inter SM,Londrina,RS,PR,2.0,2.0,E,E,NORMAL,H,Fase de Grupos,False,False,4,0,0,1,1
5126,1982,1982-02-10,Anapolina,Joinville,GO,SC,4.0,2.0,V,D,NORMAL,H,Fase de Grupos,False,False,6,2,-2,2,0
5127,1982,1982-02-13,Flamengo,Náutico,RJ,PE,1.0,1.0,E,E,NORMAL,C,Fase de Grupos,False,False,2,0,0,1,1
5128,1982,1982-02-13,Cruzeiro,Bangu,MG,RJ,2.0,1.0,V,D,NORMAL,E,Fase de Grupos,False,False,3,1,-1,2,0
5129,1982,1982-02-14,Paysandu,Moto Club,PA,MA,0.0,0.0,E,E,NORMAL,A,Fase de Grupos,False,False,0,0,0,1,1
5130,1982,1982-02-14,Vasco,Santos,RJ,SP,3.0,0.0,V,D,NORMAL,A,Fase de Grupos,False,False,3,3,-3,2,0
5131,1982,1982-02-14,Guarani,Botafogo,SP,RJ,4.0,1.0,V,D,NORMAL,B,Fase de Grupos,False,False,5,3,-3,2,0
5132,1982,1982-02-14,Ceará,América-RN,CE,RN,3.0,2.0,V,D,NORMAL,B,Fase de Grupos,False,False,5,1,-1,2,0
5133,1982,1982-02-14,Treze,Ferroviário,PB,CE,2.0,0.0,V,D,NORMAL,C,Fase de Grupos,False,False,2,2,-2,2,0
5134,1982,1982-02-14,Sport,CSA,PE,AL,3.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,False,3,3,-3,2,0
5135,1982,1982-02-14,Inter de Limeira,Itabaiana,SP,SE,5.0,1.0,V,D,NORMAL,D,Fase de Grupos,False,False,6,4,-4,2,0
5136,1982,1982-02-14,Mixto,Bahia,MT,BA,0.0,1.0,D,V,NORMAL,E,Fase de Grupos,False,False,1,-1,1,0,2
5137,1982,1982-02-14,Atlético Mineiro,Desportiva Ferroviária,MG,ES,7.0,1.0,V,D,NORMAL,F,Final,True,False,8,6,-6,2,0
5138,1982,1982-02-14,Grêmio,São José,RS,SP,1.0,0.0,V,D,NORMAL,F,Final,True,False,1,1,-1,2,0
5139,1982,1982-02-14,Goiás,Ponte Preta,GO,SP,1.0,1.0,E,E,NORMAL,G,Fase de Grupos,False,False,2,0,0,1,1
5140,1982,1982-02-14,Grêmio Maringá,Internacional,PR,RS,2.0,0.0,V,D,NORMAL,G,Fase de Grupos,False,False,2,2,-2,2,0
5141,1982,1982-02-14,XV de Jaú,Anapolina,SP,GO,2.0,3.0,D,V,NORMAL,H,Fase de Grupos,False,False,5,-1,1,0,2
5142,1982,1982-02-14,Joinville,Londrina,SC,PR,3.0,1.0,V,D,NORMAL,H,Fase de Grupos,False,False,4,2,-2,2,0
5143,1982,1982-02-16,São Paulo,Flamengo,SP,RJ,3.0,4.0,D,V,NORMAL,C,Fase de Grupos,False,False,7,-1,1,0,2
5144,1982,1982-02-17,Moto Club,Santos,MA,SP,2.0,1.0,V,D,NORMAL,A,Fase de Grupos,False,False,3,1,-1,2,0
5145,1982,1982-02-17,Nacional-AM,Paysandu,AM,PA,1.0,1.0,E,E,NORMAL,A,Fase de Grupos,False,False,2,0,0,1,1
5146,1982,1982-02-17,River-PI,Ceará,PI,CE,1.0,2.0,D,V,NORMAL,B,Fase de Grupos,False,False,3,-1,1,0,2
5147,1982,1982-02-17,América-RN,Guarani,RN,SP,1.0,2.0,D,V,NORMAL,B,Fase de Grupos,False,False,3,-1,1,0,2
5148,1982,1982-02-17,Náutico,Treze,PE,PB,0.0,0.0,E,E,NORMAL,C,Fase de Grupos,False,False,0,0,0,1,1
5149,1982,1982-02-17,Itabaiana,Sport,SE,PE,1.0,0.0,V,D,NORMAL,D,Fase de Grupos,False,False,1,1,-1,2,0
5150,1982,1982-02-17,Fluminense,Inter de Limeira,RJ,SP,0.0,0.0,E,E,NORMAL,D,Fase de Grupos,False,False,0,0,0,1,1
5151,1982,1982-02-17,Operário-MS,Mixto,MS,MT,2.0,0.0,V,D,NORMAL,E,Fase de Grupos,False,False,2,2,-2,2,0
5152,1982,1982-02-17,Bahia,Bangu,BA,RJ,1.0,1.0,E,E,NORMAL,E,Fase de Grupos,False,False,2,0,0,1,1
5153,1982,1982-02-17,Ponte Preta,Grêmio Maringá,SP,PR,1.0,0.0,V,D,NORMAL,G,Fase de Grupos,False,False,1,1,-1,2,0
5154,1982,1982-02-17,Taguatinga,Goiás,DF,GO,3.0,1.0,V,D,NORMAL,G,Fase de Grupos,False,False,4,2,-2,2,0
5155,1982,1982-02-17,Londrina,XV de Jaú,PR,SP,0.0,1.0,D,V,NORMAL,H,Fase de Grupos,False,False,1,-1,1,0,2
5156,1982,1982-02-17,Inter SM,Joinville,RS,SC,3.0,3.0,E,E,NORMAL,H,Fase de Grupos,False,False,6,0,0,1,1
5157,1982,1982-02-18,Vitória,Atlético Mineiro,BA,MG,1.0,0.0,V,D,NORMAL,F,Final,True,False,1,1,-1,2,0
5158,1982,1982-02-18,Desportiva Ferroviária,Grêmio,ES,RS,1.0,0.0,V,D,NORMAL,F,Final,True,False,1,1,-1,2,0
5159,1982,1982-02-20,Paysandu,América-RN,PA,RN,3.0,1.0,V,D,NORMAL,1F,Fase Classificatória,False,False,4,2,-2,2,0
5160,1982,1982-02-20,Náutico,CSA,PE,AL,6.0,2.0,V,D,NORMAL,1F,Fase Classificatória,False,False,8,4,-4,2,0
5161,1982,1982-02-20,Londrina,Goiás,PR,GO,1.0,0.0,V,D,NORMAL,1F,Fase Classificatória,False,False,1,1,-1,2,0
5162,1982,1982-02-24,Cruzeiro,Desportiva Ferroviária,MG,ES,1.0,0.0,V,D,NORMAL,1F,Fase Classificatória,False,False,1,1,-1,2,0
5163,1982,1982-02-27,Corinthians,Flamengo,SP,RJ,1.0,1.0,E,E,NORMAL,K,Fase de Grupos,False,False,2,0,0,1,1
5164,1982,1982-02-28,America-RJ,Vasco,RJ,RJ,1.0,3.0,D,V,NORMAL,I,Fase de Grupos,False,True,4,-2,2,0,2
5165,1982,1982-02-28,Inter SM,Operário-MS,RS,MS,1.0,0.0,V,D,NORMAL,I,Fase de Grupos,False,False,1,1,-1,2,0
5166,1982,1982-02-28,Guarani,Grêmio,SP,RS,2.0,0.0,V,D,NORMAL,J,Fase de Grupos,False,False,2,2,-2,2,0
5167,1982,1982-02-28,Náutico,Grêmio Maringá,PE,PR,3.0,0.0,V,D,NORMAL,J,Fase de Grupos,False,False,3,3,-3,2,0
5168,1982,1982-02-28,Internacional,Atlético Mineiro,RS,MG,1.0,1.0,E,E,NORMAL,K,Fase de Grupos,False,False,2,0,0,1,1
5169,1982,1982-02-28,Paysandu,Sport,PA,PE,0.0,2.0,D,V,NORMAL,L,Fase de Grupos,False,False,2,-2,2,0,2
5170,1982,1982-02-28,Bahia,XV de Jaú,BA,SP,1.0,2.0,D,V,NORMAL,L,Fase de Grupos,False,False,3,-1,1,0,2
5171,1982,1982-02-28,Santos,Inter de Limeira,SP,SP,1.0,0.0,V,D,NORMAL,M,Fase de Grupos,False,True,1,1,-1,2,0
